Text,Income,Credit_Score,Rating,Loan_Amount,DTI_Ratio,Employment_Status,Approval
I want to expand my small online clothing store.,73037,379,Poor,36530,11.88,0,0
I want to purchase land to start an organic farming venture.,133039,347,Poor,77318,19.1,1,0
I need financial support to pay for my son's football training program.,123732,654,Fair,87531,19.75,0,0
I want to expand my small online clothing store.,137822,782,Very Good,49414,24.53,1,1
I want to invest in a rental property as a source of passive income.,46585,737,Good,36039,57.53,0,0
I need money to start a home-based catering business.,140528,346,Poor,57180,11.93,1,0
I need a loan to cover emergency expenses after a natural disaster.,133018,345,Poor,63330,16.17,0,0
I need funds to buy new furniture and appliances for my house.,127813,594,Fair,74445,23.49,1,1
I need a loan to pay for a much-needed vacation after years of saving.,95331,708,Good,45159,21.02,0,0
I need a loan to cover emergency expenses after a natural disaster.,105318,550,Poor,42010,7.57,1,0
I want to start a mobile pet grooming service and need funds for supplies.,132814,547,Poor,61879,27.45,1,0
I need a loan to pay for my son's medical treatment and therapy.,76857,465,Poor,5269,54.66,0,0
I need financial assistance to launch my own YouTube content creation business.,179979,735,Good,92060,21.91,1,1
I need a loan to develop and launch my mobile app startup.,125542,797,Very Good,78183,15.79,1,0
I want to start a mobile pet grooming service and need funds for supplies.,185074,740,Very Good,68266,23.54,1,1
I want to start a mobile pet grooming service and need funds for supplies.,70582,798,Very Good,3720,30.45,1,1
I need a loan to pay for a much-needed vacation after years of saving.,105918,476,Poor,36558,37.66,1,0
I need a loan to relocate to a new city after getting a job offer.,78037,668,Fair,10283,24.67,0,0
I need a loan to pay for a digital marketing course to grow my business.,103914,749,Very Good,66623,30.64,1,0
I need money to cover funeral expenses for a loved one.,104138,395,Poor,53016,29.41,1,0
I need financial support to pay for my son's football training program.,145662,492,Poor,57091,26.9,0,0
I need financial help to cover unexpected veterinary bills for my pet.,70184,775,Very Good,35954,54.97,0,0
I need money to launch my own tech startup focused on AI solutions.,121206,762,Very Good,80054,9.84,0,0
I want to make home improvements like installing solar panels.,70618,489,Poor,40772,8.18,1,0
I want to invest in a rental property as a source of passive income.,68619,721,Good,32039,53.95,1,0
I need a loan to buy a motorcycle for daily transportation.,145865,711,Good,20439,25.78,1,1
I need a loan to buy a motorcycle for daily transportation.,76214,471,Poor,56631,55.83,1,0
I want to start a small roadside food stall and need funds for equipment.,108419,742,Very Good,16331,36.6,1,1
I need financial help to cover maternity and delivery expenses.,104483,782,Very Good,37978,32.74,0,0
I need a loan to pay for a down payment on my first home.,120960,723,Good,82718,9.59,1,0
I want to make home improvements like installing solar panels.,129165,478,Poor,4207,7.73,1,0
I need a loan to relocate to a new city after getting a job offer.,176485,446,Poor,94523,13.59,1,0
I need a loan to start a small business.,100677,711,Good,64631,39.6,1,0
I need a loan to upgrade my small music studio with better equipment.,170398,534,Poor,27018,19.66,0,0
I want to invest in livestock to start a small dairy farm.,62658,468,Poor,42924,54.93,1,0
I need a loan to buy a reliable used car for work commuting.,66565,713,Good,29361,16.6,0,0
I want to purchase land to start an organic farming venture.,76316,604,Fair,12825,25.51,0,0
I need a loan to relocate to a new city after getting a job offer.,122072,565,Poor,4110,25.15,1,1
I need funds to enroll in a professional certification program.,116900,662,Fair,53214,10.88,0,0
I need a loan to start a small business.,144307,483,Poor,75451,27.93,0,0
I want to pay off my payday loans and switch to a lower-interest option.,154643,533,Poor,78252,5.24,1,0
I need financial assistance to launch my own YouTube content creation business.,130185,611,Fair,55408,8.52,0,0
I need money to cover unexpected medical expenses from surgery.,144006,699,Good,52377,20.11,0,0
I need a loan to finance my MBA and career advancement.,160916,659,Fair,49254,21.76,1,1
I need a loan to relocate to a new city after getting a job offer.,169643,322,Poor,85794,27.24,1,0
I need money to cover unexpected medical expenses from surgery.,94328,343,Poor,36181,9.22,0,0
"I need financial help to cover wedding expenses, including the venue and catering.",122438,621,Fair,56508,31.53,1,1
I need money to cover funeral expenses for a loved one.,79026,797,Very Good,10298,56.38,1,0
I need a loan to pay for legal fees related to my business license.,72533,850,Excellent,32249,9.24,0,0
I need money to invest in a franchise business opportunity.,183688,809,Excellent,9270,8.27,1,1
I need money to open a small bookstore and café.,90864,545,Poor,41705,54.14,1,0
I need financial assistance to buy farm equipment for my agricultural business.,125871,543,Poor,67673,32.14,0,0
I need money to cover unexpected medical expenses from surgery.,103457,435,Poor,53191,35.12,1,0
I need money to invest in stock trading and portfolio building.,184239,551,Poor,70397,14.49,0,0
I need a loan to pay for legal fees related to my business license.,169760,396,Poor,35938,13.89,0,0
I need money to buy new tools and materials for my woodworking business.,100802,445,Poor,43057,26.05,0,0
I need financial help to pay off my high-interest payday loans.,156457,650,Fair,32061,31.47,1,1
I need financial support to pay for my son's football training program.,125156,630,Fair,63794,37.24,0,0
I need a loan to develop and launch my mobile app startup.,87583,329,Poor,30855,47.16,0,0
I need money to refinance my home loan at a lower interest rate.,113156,823,Excellent,74708,24.26,1,0
I need a loan to install a security system at home.,122388,711,Good,44457,6.73,0,0
I need a loan to install a security system at home.,135604,824,Excellent,107105,11.42,1,0
I want to pay off my payday loans and switch to a lower-interest option.,169371,665,Fair,122982,3.59,1,0
I need a loan to buy a truck and start a moving business.,90758,451,Poor,6578,46.78,0,0
I need a loan to build a website and market my freelance services.,157523,665,Fair,68671,30.21,0,0
I need financial help to pay off my high-interest payday loans.,181808,637,Fair,75437,9.19,0,0
I need money to refinance my home loan at a lower interest rate.,66178,498,Poor,1883,61.52,0,0
I need a loan to buy a reliable used car for work commuting.,155663,555,Poor,42207,12.6,1,1
I need a loan to cover hospital bills after an unexpected surgery.,63605,656,Fair,45811,61.81,0,0
I need money to cover funeral expenses for a loved one.,184882,705,Good,51387,20.58,0,0
I need financial assistance to buy farm equipment for my agricultural business.,37900,359,Poor,28725,48.33,0,0
I need funds to buy new furniture and appliances for my house.,136977,670,Good,32070,22.86,0,0
I need funds to pay for my pilot training program.,161475,658,Fair,90030,12.85,1,1
I need a loan to finance my MBA and career advancement.,110964,663,Fair,56810,42.98,0,0
I need funds to stock inventory for my new retail store.,182501,437,Poor,119907,19.72,1,0
I need funds to buy new furniture and appliances for my house.,125190,371,Poor,11343,16.51,0,0
I need money to pay for a vocational training course in plumbing.,101723,434,Poor,33785,5.09,1,0
I need a loan to cover hospital bills after an unexpected surgery.,181643,530,Poor,120087,24.69,0,0
I want to start a mobile pet grooming service and need funds for supplies.,88289,828,Excellent,4460,24.3,1,1
I want to consolidate my credit card debts into one manageable payment.,118517,343,Poor,26452,39.15,1,0
I need financial support for medical treatment abroad.,179760,687,Good,55821,23.95,1,1
I need a loan to cover hospital bills after an unexpected surgery.,104948,689,Good,21457,31.53,0,0
I need financial support for medical treatment abroad.,159064,477,Poor,117244,29.23,0,0
I want to make home improvements like installing solar panels.,185769,690,Good,101029,13.37,0,0
I need a loan to pay off overdue electricity and water bills.,189908,300,Poor,50440,5.6,0,0
I need funds to enroll in a professional certification program.,114426,473,Poor,55087,22.27,0,0
I need financial support for medical treatment abroad.,163550,829,Excellent,115110,15.69,1,0
I need financial help to cover maternity and delivery expenses.,77556,347,Poor,58661,21.43,1,0
I need money to invest in a franchise business opportunity.,146202,499,Poor,114391,27.29,1,0
I need money to purchase a food truck and start my own business.,137833,720,Good,97728,25.16,0,0
I need money to launch my own tech startup focused on AI solutions.,190176,551,Poor,15342,23.6,1,1
I want to start a local transportation service and need funds for a van.,74755,840,Excellent,49745,31.35,0,0
I need a loan to relocate to a new city after getting a job offer.,79527,356,Poor,4332,14.21,1,0
I need financial support to renovate my rental apartment.,181050,353,Poor,48043,9.54,0,0
I need money to buy new tools and materials for my woodworking business.,176995,356,Poor,18633,17.86,0,0
"I need financial help to cover wedding expenses, including the venue and catering.",78726,526,Poor,32488,40.56,1,0
I need funds to stock inventory for my new retail store.,153567,401,Poor,55777,19.8,1,0
I want to invest in livestock to start a small dairy farm.,120749,835,Excellent,15351,9.99,1,1
I need a loan to cover hospital bills after an unexpected surgery.,170546,497,Poor,56361,8.77,1,0
I need money to buy new tools and materials for my woodworking business.,104293,766,Very Good,39188,45.74,0,0
I need a loan to cover hospital bills after an unexpected surgery.,107909,728,Good,32130,39.87,0,0
I need financial help to install a swimming pool in my backyard.,79355,682,Good,6095,26.99,1,1
I need funds to buy new furniture and appliances for my house.,63396,746,Very Good,37252,55.67,0,0
I need funds to expand my home-based bakery to a physical store.,130242,420,Poor,32059,10.1,1,0
I need money to refinance my home loan at a lower interest rate.,85986,590,Fair,38922,28.64,1,1
"I need financial help to cover wedding expenses, including the venue and catering.",100389,726,Good,3694,39.65,0,0
I need a loan to pay off overdue electricity and water bills.,139827,706,Good,10117,22.12,0,0
I need financial help to build my dream home in the countryside.,159116,355,Poor,42436,19.2,1,0
I need financial help to cover unexpected veterinary bills for my pet.,183124,531,Poor,17557,2.79,1,0
I need money to purchase a food truck and start my own business.,79017,388,Poor,52361,49.96,0,0
I need funds to pay for my pilot training program.,167047,745,Very Good,79441,21.53,0,0
I need money to invest in stock trading and portfolio building.,106823,831,Excellent,20051,28.67,1,1
I want to start a mobile pet grooming service and need funds for supplies.,148822,638,Fair,90865,15.84,1,0
I need financial assistance to launch my own YouTube content creation business.,102975,797,Very Good,20790,5.29,1,1
I need financial support to renovate my rental apartment.,108003,653,Fair,60668,13.95,0,0
I need financial assistance to buy farm equipment for my agricultural business.,81838,313,Poor,23983,58.11,0,0
I need funds to expand my home-based bakery to a physical store.,48534,338,Poor,25012,25.81,0,0
